"Date","Location","Team","GF","GA","GF%","GA%","Sh%","Sv%","PP%","PK%","PenaltyTime","Final","Score"
"08.02.2019","Away","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","2"
"09.02.2019","Home","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","5"
"09.02.2019","Away","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Loss","2"
"09.02.2019","Home","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","1"
"09.02.2019","Away","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Win","3"
"09.02.2019","Home","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Win","9"
"09.02.2019","Away","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","6"
"09.02.2019","Home","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Loss","2"
"09.02.2019","Away","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","8"
"10.02.2019","Home","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","2"
"10.02.2019","Away","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Win","5"
"10.02.2019","Home","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","1"
"10.02.2019","Away","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Win","6"
"10.02.2019","Home","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","2"
"10.02.2019","Away","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Win","6"
"10.02.2019","Home","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Loss","2"
"10.02.2019","Away","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","4"
"10.02.2019","Home","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","2"
"10.02.2019","Away","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","3"
"12.02.2019","Home","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Loss","0"
"12.02.2019","Away","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","3"
"14.02.2019","Home","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Win","3"
"14.02.2019","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","2"
"15.02.2019","Home","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Loss","0"
"15.02.2019","Away","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","6"
"15.02.2019","Home","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Loss","1"
"15.02.2019","Away","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Win","2"
"15.02.2019","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","3"
"15.02.2019","Away","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","4"
"15.02.2019","Home","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","4"
"15.02.2019","Away","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","6"
"15.02.2019","Home","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","3"
"15.02.2019","Away","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","11"
"16.02.2019","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","3"
"16.02.2019","Away","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","14"
"16.02.2019","Home","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Loss","1"
"16.02.2019","Away","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Win","4"
"17.02.2019","Home","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","2"
"17.02.2019","Away","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","5"
"17.02.2019","Home","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","9"
"17.02.2019","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","1"
"17.02.2019","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","2"
"17.02.2019","Away","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","11"
"17.02.2019","Home","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","5"
"17.02.2019","Away","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Loss","4"
"17.02.2019","Home","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Win","10"
"17.02.2019","Away","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","7"
"18.02.2019","Home","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","2"
"18.02.2019","Away","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","5"
"19.02.2019","Home","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","9"
"19.02.2019","Away","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","6"
"20.02.2019","Home","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Win","8"
"20.02.2019","Away","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","2"
"20.02.2019","Home","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Win","6"
"20.02.2019","Away","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","4"
"20.02.2019","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","6"
"20.02.2019","Away","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Win","10"
"21.02.2019","Home","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Loss","1"
"21.02.2019","Away","STJ","207","151","4,31","3,15","33,31","27,06","25,29","82,87","899","Win","4"
"22.02.2019","Home","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","6"
"22.02.2019","Away","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Loss","3"
"22.02.2019","Home","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","2"
"22.02.2019","Away","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","1"
"22.02.2019","Home","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","6"
"22.02.2019","Away","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","3"
"22.02.2019","Home","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","3"
"22.02.2019","Away","VAL","172","185","3,58","3,85","33,73","34,6","19,84","80,43","1244","Loss","1"
"22.02.2019","Home","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","2"
"22.02.2019","Away","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Win","8"
"23.02.2019","Home","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Loss","5"
"23.02.2019","Away","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","8"
"23.02.2019","Home","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","3"
"23.02.2019","Away","GAT","162","236","3,38","4,92","31,4","39,08","13,99","71,84","1164","Win","4"
"24.02.2019","Home","LSL","136","207","2,83","4,31","30,31","36,21","16,29","73,55","817","Loss","3"
"24.02.2019","Away","TER","223","144","4,65","3","40,69","32,31","32,44","84,1","671","Win","4"
"24.02.2019","Home","CDS","189","198","3,94","4,13","34,27","34,27","21,24","79,65","956","Loss","6"
"24.02.2019","Away","LON","247","161","5,15","3,35","36,85","29,08","26,17","82,06","607","Win","9"
"24.02.2019","Home","PRI","263","179","5,48","3,73","45,92","36,94","29,06","83,33","840","Win","5"
"24.02.2019","Away","GRA","234","136","4,88","2,83","41,5","31,29","23,61","83,41","846","Loss","4"
"24.02.2019","Home","MTN","135","278","2,81","5,79","27,31","47,79","16,39","74,9","810","Loss","8"
"24.02.2019","Away","STG","193","260","4,02","5,42","29,9","33,19","24,5","74,86","690","Win","9"
"24.02.2019","Home","CHA","200","207","4,17","4,31","34,15","33,9","16,75","76,35","879","Win","6"
"24.02.2019","Away","MTE","202","211","4,21","4,4","30,75","34,35","16,16","78,21","694","Loss","3"
