"Date","Location","Team","GF","GA","GF%","GA%","Sh%","Sv%","PP%","PK%","PenaltyTime","Final","Score"
"22.11.2019","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","8"
"23.11.2019","Home","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Win","6"
"23.11.2019","Away","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Loss","5"
"24.11.2019","Home","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Win","7"
"24.11.2019","Away","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","4"
"24.11.2019","Home","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","8"
"24.11.2019","Away","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","0"
"24.11.2019","Home","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","0"
"24.11.2019","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","7"
"24.11.2019","Home","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","4"
"24.11.2019","Away","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","6"
"28.11.2019","Home","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","5"
"28.11.2019","Away","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","3"
"29.11.2019","Home","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Loss","3"
"29.11.2019","Away","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","4"
"29.11.2019","Home","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Loss","1"
"29.11.2019","Away","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Win","4"
"29.11.2019","Home","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Win","6"
"29.11.2019","Away","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","5"
"29.11.2019","Home","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","11"
"29.11.2019","Away","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","4"
"29.11.2019","Home","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","4"
"29.11.2019","Away","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Win","7"
"01.12.2019","Home","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","5"
"01.12.2019","Away","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","1"
"01.12.2019","Home","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","2"
"01.12.2019","Away","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","5"
"01.12.2019","Home","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","8"
"01.12.2019","Away","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","0"
"01.12.2019","Home","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Win","6"
"01.12.2019","Away","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Loss","3"
"05.12.2019","Home","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","2"
"05.12.2019","Away","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Win","3"
"05.12.2019","Home","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","3"
"05.12.2019","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Loss","1"
"06.12.2019","Home","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","5"
"06.12.2019","Away","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Win","7"
"06.12.2019","Home","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","5"
"06.12.2019","Away","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","2"
"06.12.2019","Home","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","4"
"06.12.2019","Away","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Loss","3"
"06.12.2019","Home","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Win","5"
"06.12.2019","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Loss","1"
"06.12.2019","Home","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","5"
"06.12.2019","Away","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","4"
"06.12.2019","Home","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Win","4"
"06.12.2019","Away","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Loss","3"
"07.12.2019","Home","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","3"
"07.12.2019","Away","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Win","5"
"08.12.2019","Home","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Loss","0"
"08.12.2019","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","4"
"08.12.2019","Home","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Loss","5"
"08.12.2019","Away","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Win","6"
"12.12.2019","Home","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","4"
"12.12.2019","Away","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","0"
"13.12.2019","Home","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Loss","3"
"13.12.2019","Away","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","4"
"13.12.2019","Home","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Loss","4"
"13.12.2019","Away","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Win","5"
"13.12.2019","Home","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","6"
"13.12.2019","Away","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","3"
"13.12.2019","Home","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","2"
"13.12.2019","Away","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","5"
"13.12.2019","Home","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","3"
"13.12.2019","Away","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","6"
"14.12.2019","Home","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","3"
"14.12.2019","Away","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Win","4"
"15.12.2019","Home","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Win","4"
"15.12.2019","Away","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Loss","3"
"15.12.2019","Home","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Loss","2"
"15.12.2019","Away","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","6"
"15.12.2019","Home","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Loss","1"
"15.12.2019","Away","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","6"
"15.12.2019","Home","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","1"
"15.12.2019","Away","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Win","9"
"15.12.2019","Home","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Win","6"
"15.12.2019","Away","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","5"
"19.12.2019","Home","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","1"
"19.12.2019","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Loss","0"
"20.12.2019","Home","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Loss","3"
"20.12.2019","Away","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","5"
"20.12.2019","Home","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","8"
"20.12.2019","Away","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Loss","5"
"20.12.2019","Home","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Loss","0"
"20.12.2019","Away","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Win","1"
"20.12.2019","Home","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","4"
"20.12.2019","Away","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Loss","3"
"20.12.2019","Home","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","4"
"20.12.2019","Away","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Win","6"
"20.12.2019","Home","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","4"
"20.12.2019","Away","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Win","5"
"21.12.2019","Home","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","9"
"21.12.2019","Away","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Loss","3"
"21.12.2019","Home","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Win","4"
"21.12.2019","Away","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Loss","3"
"22.12.2019","Home","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","5"
"22.12.2019","Away","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Win","8"
"22.12.2019","Home","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Win","7"
"22.12.2019","Away","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","4"
"03.01.2020","Home","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","1"
"03.01.2020","Away","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Win","7"
"03.01.2020","Home","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","10"
"03.01.2020","Away","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","2"
"03.01.2020","Home","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Win","5"
"03.01.2020","Away","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Loss","4"
"03.01.2020","Home","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Win","4"
"03.01.2020","Away","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","3"
"04.01.2020","Home","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","5"
"04.01.2020","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Loss","3"
"05.01.2020","Home","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","4"
"05.01.2020","Away","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Loss","2"
"05.01.2020","Home","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","6"
"05.01.2020","Away","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","2"
"05.01.2020","Home","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","5"
"05.01.2020","Away","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","2"
"05.01.2020","Home","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Loss","0"
"05.01.2020","Away","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Win","1"
"05.01.2020","Home","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Win","6"
"05.01.2020","Away","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","1"
"09.01.2020","Home","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","6"
"09.01.2020","Away","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","5"
"10.01.2020","Home","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Loss","2"
"10.01.2020","Away","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Win","5"
"10.01.2020","Home","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","4"
"10.01.2020","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","8"
"10.01.2020","Home","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","8"
"10.01.2020","Away","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","6"
"15.01.2020","Home","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Win","5"
"15.01.2020","Away","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","3"
"15.01.2020","Home","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","2"
"15.01.2020","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","7"
"16.01.2020","Home","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","6"
"16.01.2020","Away","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Loss","3"
"17.01.2020","Home","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","8"
"17.01.2020","Away","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","4"
"17.01.2020","Home","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Win","5"
"17.01.2020","Away","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Loss","4"
"17.01.2020","Home","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","4"
"17.01.2020","Away","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","8"
"19.01.2020","Home","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","6"
"19.01.2020","Away","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Loss","3"
"19.01.2020","Home","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Win","8"
"19.01.2020","Away","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","2"
"19.01.2020","Home","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","3"
"19.01.2020","Away","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Win","6"
"19.01.2020","Home","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","8"
"19.01.2020","Away","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Loss","5"
"24.01.2020","Home","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","6"
"24.01.2020","Away","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","3"
"24.01.2020","Home","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Loss","2"
"24.01.2020","Away","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Win","3"
"24.01.2020","Home","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Loss","4"
"24.01.2020","Away","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","5"
"24.01.2020","Home","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","4"
"24.01.2020","Away","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Win","8"
"24.01.2020","Home","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","2"
"24.01.2020","Away","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","8"
"26.01.2020","Home","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","3"
"26.01.2020","Away","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","7"
"26.01.2020","Home","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Win","8"
"26.01.2020","Away","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Loss","4"
"26.01.2020","Home","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","3"
"26.01.2020","Away","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","1"
"26.01.2020","Home","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Win","5"
"26.01.2020","Away","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","3"
"30.01.2020","Home","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Win","5"
"30.01.2020","Away","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Loss","1"
"30.01.2020","Home","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","5"
"30.01.2020","Away","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Loss","3"
"31.01.2020","Home","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","2"
"31.01.2020","Away","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Win","3"
"31.01.2020","Home","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","5"
"31.01.2020","Away","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","10"
"31.01.2020","Home","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","8"
"31.01.2020","Away","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","3"
"31.01.2020","Home","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","3"
"31.01.2020","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","7"
"31.01.2020","Home","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","4"
"31.01.2020","Away","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","6"
"01.02.2020","Home","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Win","6"
"01.02.2020","Away","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","2"
"01.02.2020","Home","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Loss","3"
"01.02.2020","Away","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","4"
"02.02.2020","Home","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","2"
"02.02.2020","Away","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","6"
"02.02.2020","Home","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","2"
"02.02.2020","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","5"
"02.02.2020","Home","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","8"
"02.02.2020","Away","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","1"
"02.02.2020","Home","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Win","5"
"02.02.2020","Away","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","4"
"03.02.2020","Home","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Loss","5"
"03.02.2020","Away","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Win","7"
"04.02.2020","Home","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","10"
"04.02.2020","Away","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","6"
"05.02.2020","Home","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","4"
"05.02.2020","Away","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Loss","2"
"08.02.2020","Home","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","2"
"08.02.2020","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","6"
"09.02.2020","Home","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","8"
"09.02.2020","Away","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","1"
"09.02.2020","Home","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","6"
"09.02.2020","Away","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Loss","5"
"09.02.2020","Home","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Win","5"
"09.02.2020","Away","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Loss","0"
"09.02.2020","Home","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","2"
"09.02.2020","Away","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","6"
"09.02.2020","Home","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Win","7"
"09.02.2020","Away","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","6"
"12.02.2020","Home","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Loss","2"
"12.02.2020","Away","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Win","7"
"13.02.2020","Home","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Loss","1"
"13.02.2020","Away","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","5"
"13.02.2020","Home","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","6"
"13.02.2020","Away","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Loss","4"
"14.02.2020","Home","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Win","9"
"14.02.2020","Away","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","4"
"14.02.2020","Home","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","4"
"14.02.2020","Away","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","2"
"14.02.2020","Home","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","8"
"14.02.2020","Away","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","4"
"14.02.2020","Home","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Win","7"
"14.02.2020","Away","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Loss","6"
"15.02.2020","Home","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Loss","6"
"15.02.2020","Away","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Win","7"
"16.02.2020","Home","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Loss","3"
"16.02.2020","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","6"
"16.02.2020","Home","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Win","6"
"16.02.2020","Away","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Loss","2"
"16.02.2020","Home","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Win","5"
"16.02.2020","Away","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","3"
"16.02.2020","Home","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Win","6"
"16.02.2020","Away","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","2"
"20.02.2020","Home","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","1"
"20.02.2020","Away","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Win","5"
"20.02.2020","Home","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","7"
"20.02.2020","Away","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Loss","4"
"21.02.2020","Home","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Win","10"
"21.02.2020","Away","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Loss","5"
"21.02.2020","Home","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","11"
"21.02.2020","Away","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","0"
"21.02.2020","Home","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","6"
"21.02.2020","Away","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Loss","0"
"21.02.2020","Home","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","6"
"21.02.2020","Away","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","1"
"21.02.2020","Home","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","3"
"21.02.2020","Away","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Win","11"
"22.02.2020","Home","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Loss","4"
"22.02.2020","Away","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","6"
"23.02.2020","Home","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Win","5"
"23.02.2020","Away","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Loss","0"
"23.02.2020","Home","CHA","185","254","3,85","5,29","35,35","36,4","18,41","77,08","850","Loss","4"
"23.02.2020","Away","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","11"
"23.02.2020","Home","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","4"
"23.02.2020","Away","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Loss","2"
"25.02.2020","Home","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Loss","1"
"25.02.2020","Away","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Win","4"
"25.02.2020","Home","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","2"
"25.02.2020","Away","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","5"
"26.02.2020","Home","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Loss","3"
"26.02.2020","Away","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","4"
"27.02.2020","Home","VAL","235","135","4,9","2,81","39,52","30,21","23,51","81,3","1200","Loss","5"
"27.02.2020","Away","WIS","158","281","3,29","5,85","31,54","44,31","18,6","73,5","1198","Win","6"
"28.02.2020","Home","LON","274","117","5,71","2,44","41,35","25,96","29,35","84,41","574","Win","9"
"28.02.2020","Away","CDS","211","182","4,4","3,79","39,94","34,19","22,73","76,88","805","Loss","5"
"28.02.2020","Home","GRA","212","251","4,42","5,23","33,56","39,31","24,65","75","965","Win","7"
"28.02.2020","Away","MTE","171","234","3,56","4,88","31,88","37,17","19,42","73,55","438","Loss","4"
"28.02.2020","Home","STG","158","278","3,29","5,79","27","44,85","15,34","69,44","801","Loss","3"
"28.02.2020","Away","STJ","233","143","4,85","2,98","38,83","29,83","25,72","78,61","804","Win","6"
"28.02.2020","Home","GAT","153","260","3,19","5,42","34,77","46,23","12,06","74,24","1031","Loss","3"
"28.02.2020","Away","TER","246","161","5,13","3,35","40,65","31,13","26,37","82,08","750","Win","5"
"29.02.2020","Home","PRI","282","206","5,88","4,29","40,98","35,79","34,09","86,07","732","Win","5"
